tic_id,gaia_id,pl_orbper,pl_radj,pl_massj,pl_dens,pl_orbeccen,pl_eqt,pl_trandep,pl_trandur,pl_ratdor,pl_ratror,st_teff,st_rad,st_mass,st_lum,ra,dec,sy_pmra,sy_pmdec,sy_dist
TIC 455784423,Gaia DR2 2881820324294985856,3.936551,0.74,0.26,0.8,0.05,690,,2.2,15.4,0.126,3870,0.6,0.63,,359.7933851,39.3142556,185.747,1.02287,130.091
TIC 245509452,Gaia DR2 454187981188647168,3.246075,1.167,0.98,0.76,0,1534,0.85,3.482,7.53,,5950,1.3,1.2,0.283,39.2823371,54.8512152,18.8442,-11.3699,396.378
TIC 240823272,Gaia DR2 404433018447476096,9.088516,1.124,1.02,0.89,0,801,2.134,3.5568,22.13,,5321,0.79,0.87,-0.344,15.6543938,51.3038918,-6.93109,-21.3342,176.436
TIC 155867025,Gaia DR2 178924390478792320,2.154849,1.01,0.7,0.85,0.03,750,,1.66,11.5,0.204,3660,0.51,0.53,,69.5523415,39.4580035,19.6997,-70.7643,112.71
TIC 445751830,Gaia DR2 996878131494639488,3.438753,1.071,0.26838,0.27,0.14,759,,1.92,13.26,0.1769,3913,0.62,0.64,-1.06,91.0036423,55.0199793,-9.03602,-43.1537,181.139
TIC 289661991,Gaia DR2 1117620107545810944,2.8989727,1.65,1.04,0.289,0,1646,1.36,1.78,6.14,,5772,1.47,1.18,0.332,139.1125648,69.0741284,-0.549931,-1.35404,421.745
TIC 95660472,Gaia DR2 876608292608416512,3.2443141,1.172,1.11,0.85,0,1633,0.613,2.779,6.43,,5859,1.54,1.24,0.4,121.8632568,29.3886446,-6.03866,-22.7915,558.141
TIC 86263325,Gaia DR2 3919169687804622336,4.5445697,0.535,0.05191,0.424,0.32,463,,1.646,25.01,0.1808,3269,0.3,0.28,-2.032,181.5718341,12.5070258,-186.01,26.251,43.1448
TIC 156648452,Gaia DR2 1255520718461480960,3.4936264,1.274,0.406,0.243,0,1512,0.885,3.557,7.16,,5725,1.39,1.09,0.273,215.8014956,24.0765639,7.74448,-0.526349,465.992
TIC 154293917,Gaia DR2 1585783740516554624,6.607662,1.095,0.175,0.165,0,1295,0.562,4.517,10.63,,5975,1.5,1.25,0.413,224.3560083,44.2743223,-19.9129,9.8819,516.087
TIC 310002617,Gaia DR2 1725490333641502976,3.1774835,1.164,0.73,0.57,0,1458,1.1565,2.9842,8.63,,6060,1.11,1.18,0.176,217.9257785,83.3727061,-16.7284,10.3761,301.676
TIC 417646390,Gaia DR2 497750842338402560,3.8016122,1.211,1.44,1.01,0,1570,0.749,3.4296,7.8,,6202,1.44,1.31,0.439,77.612879,70.391079,19.859,-2.93635,334.993
TIC 279947414,Gaia DR2 568619413331898240,4.0664428,1.187,0.43,0.32,0,1074,2.015,2.106,12.07,,5281,0.86,0.91,-0.287,39.4297435,80.2673838,11.7656,-13.4132,205.387
TIC 94986319,Gaia DR2 2984582227215748864,5.19672,0.239,0.02256,2.05,0.163,981,,1.107,,0.0285,5325,0.87,0.85,,81.8532824,-14.2767404,-35.6868,50.4501,74.7969
TIC 94986319,Gaia DR2 2984582227215748864,16.06819,0.454,0.05166,0.685,0.152,674,,2.71,,0.0542,5325,0.87,0.85,,81.8532824,-14.2767404,-35.6868,50.4501,74.7969
TIC 31374837,Gaia DR2 2908664557091200768,0.490047,0.114,0.00966,8,0,1862,,,,,4850,0.73,0.78,,83.2692502,-26.7238698,16.8043,150.766,32.5686
TIC 31374837,Gaia DR2 2908664557091200768,12.46103,0.294,0.03115,1.36,0,633,,,,,4850,0.73,0.78,,83.2692502,-26.7238698,16.8043,150.766,32.5686
TIC 256722647,Gaia DR2 2224458777730383616,2.9223,1.5,0.45,,0.068,,,,,,6000,2.31,1.54,,329.5639152,71.1316048,4.41567,0.468091,717.128
TIC 8599009,Gaia DR2 4524517290642206336,2.8807198,1.183,0.794,0.595,0,1395,1.311,1.85,8.17,,5640,1.06,1.06,0.011,279.3581286,18.7299522,-5.20796,50.7226,173.117
TIC 349576261,Gaia DR2 5288681857665822080,225.11781,1.118,2.3,2.06,0.76,318,0.9961,4.32,147.4,0.0998,6096,1.15,1.19,,112.0100593,-63.5177788,-5.97714,10.4331,339.605
TIC 219854519,Gaia DR2 1636984973365053056,31.034,0.94,0.53,,0.51,,,,,0.0351,5190,2.5,1.34,,256.8601374,68.8656263,-20.0843,1.05857,383.846
TIC 437856897,Gaia DR2 3402980516507429888,7.24599,1.042,12.89,14.1,0.325,1677,0.1528,2.854,6.97,0.0391,6264,2.74,1.76,1.017,83.8659288,21.2942417,0.170691,-23.0353,225.643
TIC 100389539,Gaia DR2 2930141657016297216,4.28088,1.11,2.31,2.09,0,1472,0.655,3.334,8.46,,6058,1.41,1.24,0.38,109.3883818,-19.8289392,-14.2846,6.14059,328.802
TIC 339672028,Gaia DR2 5486322710592888064,10.33111,0.99,1.53,,0.153,1370,,,,0.0614,5735,1.66,1.14,0.435,110.5126861,-57.384998,25.6761,-25.3867,179.366
TIC 134200185,Gaia DR2 5509620021956148736,0.548177,0.104,0.00447,4.89,0.063,1617,0.02487,0.998,3.769,0.01577,4440,0.68,0.74,,106.559098,-47.5878156,135.798,-146.251,47.3924
TIC 124029677,Gaia DR2 2942084865853011712,20.33003,1.06,3.26,,0.091,906,,4.87,,0.0777,6300,1.4,1.24,,91.5403204,-19.9534443,8.69475,-34.5621,390.484
TIC 218795833,Gaia DR2 5707485527450614656,1.2652328,1.07,14,,,760,,1.2332,10.11,0.3,3350,0.37,0.37,,124.6067582,-19.6627918,-41.9922,29.0952,115.557
TIC 419411415,Gaia DR2 1842656663520849024,1.630757,1.03,1.08,1.21,0.02,737,,1.4,10.94,0.272,3430,0.39,0.39,-1.712,313.7706819,24.360977,41.7717,52.1607,86.4493
TIC 387690507,Gaia DR2 3353218995355814656,6.387597,0.83,0.4,0.93,0,565,,,20.97,0.155,3659,0.54,0.53,-1.31,103.4128333,12.8815784,13.6816,-62.5767,148.762
TIC 144700903,Gaia DR2 3340265717587057536,2.3266508,0.519,0.1935,1.72,0,867,,1.75,10.49,0.0877,3927,0.61,0.64,-1.095,85.0800537,11.5626373,23.3682,-38.0993,135.047
TIC 466206508,Gaia DR2 6443054270942726144,75.12375,1.009,1.32,1.6,0.018,441,,,,0.098,5700,1.06,0.89,1.057,302.7984228,-61.1354659,-6.14486,-3.02169,348.849
TIC 207110080,Gaia DR2 4727755005637190016,14.574071,1.086,3.61,3.5,0.298,1061,0.557,2.705,18.56,0.0746,6466,1.5,1.35,0.547,42.2915093,-58.0246828,1.07107,3.85883,402.63
TIC 209459275,Gaia DR2 5057924844082070016,6.9839095,1.091,6.01,5.74,0.151,1180,0.8276,5.1502,12.61,0.09097,5925,1.23,1.03,0.227,46.8186159,-31.1629951,-23.1362,-69.6979,233.266
TIC 377064495,Gaia DR2 3850421005290172416,0.4465688,0.122,0.00705,4.8,0,,,,2.669,0.01507,5326,0.83,0.81,-0.282,148.1851516,6.216103,-108.432,-61.5108,85.799
TIC 377064495,Gaia DR2 3850421005290172416,0.4465688,0.127,0.00629,3.8,0,2310,,1.31,2.685,0.0155,5372,0.84,0.81,-0.273,148.1851516,6.216103,-108.432,-61.5108,85.799
TIC 377064495,Gaia DR2 3850421005290172416,0.446573,0.129,0.01007,5.5,0,2480,,1.42,,0.016,5326,0.83,0.81,-0.282,148.1851516,6.216103,-108.432,-61.5108,85.799
TIC 377064495,Gaia DR2 3850421005290172416,0.446578,0.127,0.005,3,0,,,1.327,2.646,0.0152,5455,0.85,0.79,,148.1851516,6.216103,-108.432,-61.5108,85.799
TIC 377064495,Gaia DR2 3850421005290172416,10.778831,0.26,0.01696,1.2,0.03,800,,3.75,22.43,0.0316,5372,0.84,0.81,-0.273,148.1851516,6.216103,-108.432,-61.5108,85.799
TIC 377064495,Gaia DR2 3850421005290172416,10.77892,0.259,0.02202,1.6,0,860,,4.04,,0.032,5326,0.83,0.81,-0.282,148.1851516,6.216103,-108.432,-61.5108,85.799
TIC 377064495,Gaia DR2 3850421005290172416,10.778831,0.26,0.02077,1.46,,,,,,,5326,0.83,0.81,-0.282,148.1851516,6.216103,-108.432,-61.5108,85.799
TIC 377064495,Gaia DR2 3850421005290172416,10.779,0.257,0.01699,1.3,0.06,,,3.77,22.1,0.0308,5455,0.85,0.79,,148.1851516,6.216103,-108.432,-61.5108,85.799
TIC 377064495,Gaia DR2 3850421005290172416,25.7124,0.252,0.03823,2.81,,,,,,,5326,0.83,0.81,-0.282,148.1851516,6.216103,-108.432,-61.5108,85.799
TIC 377064495,Gaia DR2 3850421005290172416,25.62,0.226,0.0376,4.1,0.051,,,4.85,39.35,0.0271,5455,0.85,0.79,,148.1851516,6.216103,-108.432,-61.5108,85.799
TIC 377064495,Gaia DR2 3850421005290172416,25.7124,0.252,0.04153,3.2,0.122,598,,4.54,40.04,0.0306,5372,0.84,0.81,-0.273,148.1851516,6.216103,-108.432,-61.5108,85.799
TIC 377064495,Gaia DR2 3850421005290172416,77.23,0.238,0.05034,4.6,0.061,,,6.96,82.13,0.0286,5455,0.85,0.79,,148.1851516,6.216103,-108.432,-61.5108,85.799
TIC 377064495,Gaia DR2 3850421005290172416,77.03,0.227,0.03964,4.2,0.079,415,,6.98,83.22,0.0278,5372,0.84,0.81,-0.273,148.1851516,6.216103,-108.432,-61.5108,85.799
TIC 377064495,Gaia DR2 3850421005290172416,77.03,0.227,0.04279,4.91,,,,,,,5326,0.83,0.81,-0.282,148.1851516,6.216103,-108.432,-61.5108,85.799
TIC 1003831,Gaia DR2 5710154317045164416,1.651144,1.02,1.463,1.7,0.072,1714,0.92,1.0272,,,5640,1.09,1,0.033,130.2951535,-16.0363275,-2.50757,-11.0249,199.581
TIC 281408474,Gaia DR2 3126717023051258112,3.4095675,1.06,6.33,6.58,0.072,1586,0.657,3.7824,7.78,0.08108,6250,1.34,1.31,0.394,99.2630608,1.7675497,-1.43657,-1.08169,178.68
TIC 147977348,Gaia DR2 5580554052549277056,5.0037775,1.771,0.88,0.195,0.05,1749,0.764,3.6048,6.82,0.08738,6460,2.08,1.54,0.834,99.7345935,-36.64613,-3.87228,4.92665,341.997
TIC 158588995,Gaia DR2 5400949450924312576,1.977143,0.468,0.07425,0.91,0,635,,,12.8,0.114,3514,0.42,0.42,-1.614,164.5865592,-36.8581092,-163.27,-3.76619,46.0851
TIC 280206394,Gaia DR2 5313031504751276032,11.2366,1.17,1.236,,0.435,1252,,2.5776,,0.0942,6295,1.28,1.18,,144.1193594,-50.4630933,-24.8171,42.4173,141.812
TIC 178819686,Gaia DR2 6140553127216043648,5.6057,0.203,0.0308,4.51,0.04,1038,,,,0.023,5450,0.9,0.92,,194.468098,-39.7580613,-76.9016,-84.8168,95.1274
TIC 178819686,Gaia DR2 6140553127216043648,12.2737,0.235,0.02932,2.82,0.04,800,,,,0.027,5450,0.9,0.92,,194.468098,-39.7580613,-76.9016,-84.8168,95.1274
TIC 306996324,Gaia DR2 3460438662009633408,8.24661,0.165,0.01259,3.4,0.06,514,0.1063,2.41,27.87,0.0316,3709,0.54,0.54,-1.31,178.577997,-37.5533568,251.112,-145.059,27.1701
TIC 306996324,Gaia DR2 3460438662009633408,15.6653,0.18,0.01668,3.5,0.04,415,0.1484,2.99,42.75,0.0344,3709,0.54,0.54,-1.31,178.577997,-37.5533568,251.112,-145.059,27.1701
TIC 193641523,Gaia DR2 5880886001621564928,1.392978,0.261,0.0581,4.03,,1253,0.149,1.15344,6.73,0.0387,4600,0.69,0.71,-0.71,222.1654705,-57.5888666,-51.6035,-152.392,63.9262
TIC 440887364,Gaia DR2 6230733559097425152,3.81673,0.152,0.01425,5.02,0.053,871,,1.805,,0.0235,4552,0.67,0.68,,225.0798831,-24.4542022,-199.576,-27.9112,27.5024
TIC 440887364,Gaia DR2 6230733559097425152,8.59545,0.231,0.0302,3.06,0.078,665,,2.486,,0.0357,4552,0.67,0.68,,225.0798831,-24.4542022,-199.576,-27.9112,27.5024
TIC 33595516,Gaia DR2 5023809953208388352,0.76552414,0.307,0.12299,5.2,0,,,1.57,3.7,0.03443,5373.8,0.92,0.93,,28.7157956,-29.4217086,73.3149,20.6638,225.734
TIC 66561343,Gaia DR2 3010759262610139776,10.62656,1.07,0.95,,0.125,1397,,,14.2,0.079,6261,1.39,1.28,0.431,86.738228,-11.2353401,-0.143032,5.96677,340.543
TIC 261867566,Gaia DR2 5795534040654879744,3.739494,1.171,0.667,0.515,0.024,1192,1.718,2.028,,,5570,0.92,0.97,-0.137,227.6586754,-71.3616316,-25.8394,-41.1502,158.649
TIC 146520535,Gaia DR2 2974906868489280768,4.3263,0.378,0.05034,,0.285,,,2.761,11.732,0.0425,4969,0.89,0.88,-0.359,76.6496172,-20.2456126,15.3819,-3.97609,152.601
TIC 146520535,Gaia DR2 2974906868489280768,4.32419,0.429,2.6,,0,,,3.4032,10.12,0.04322,4928,1.02,0.79,-0.369,76.6496172,-20.2456126,15.3819,-3.97609,152.601
TIC 146520535,Gaia DR2 2974906868489280768,10.1605,0.428,0.11641,,0.175,,,3.723,20.728,0.048,4969,0.89,0.88,-0.359,76.6496172,-20.2456126,15.3819,-3.97609,152.601
TIC 146520535,Gaia DR2 2974906868489280768,10.15643,0.517,2.5,,0,,,1.91856,17.88,0.05202,4928,1.02,0.79,-0.369,76.6496172,-20.2456126,15.3819,-3.97609,152.601
TIC 44792534,Gaia DR2 4890874702443960832,3.6849729,0.852,0.174,0.35,0.14,1526,,5.09,5.63,0.0462,5710,1.89,1.2,0.535,61.9410587,-25.2088028,-5.78682,-29.6227,238.768
TIC 280437559,Gaia DR2 3087206553745290624,1.8237305,0.247,0.02863,2.34,,941,0.1435,1.519,8.47,,4435,0.67,0.73,,115.1366858,2.0985879,-34.1522,-77.9361,77.2554
TIC 278892590,Gaia DR2 2635476908753563008,,0.1,0.0032,4,0.00622,,,,,,,,0.09,,346.6263919,-5.0434618,901,-492,
TIC 278892590,Gaia DR2 2635476908753563008,1.51087081,0.097,0.00267,3.6,0.081,400,0.7266,0.6067,20.5,,2559,0.12,0.08,-3.281,346.6263919,-5.0434618,901,-492,
TIC 278892590,Gaia DR2 2635476908753563008,1.510826,0.1,0.00432,5.44194,,,0.7378,0.601,20.843,0.0859,2566,0.12,0.09,-3.257,346.6263919,-5.0434618,901,-492,
TIC 278892590,Gaia DR2 2635476908753563008,2.421937,0.098,0.00412,5.46399,,,0.7123,0.7005,28.549,0.0844,2566,0.12,0.09,-3.257,346.6263919,-5.0434618,901,-492,
TIC 278892590,Gaia DR2 2635476908753563008,,0.098,0.00364,4.87,0.00654,,,,,,,,0.09,,346.6263919,-5.0434618,901,-492,
TIC 278892590,Gaia DR2 2635476908753563008,2.4218233,0.094,0.00434,6.45,0.083,342,0.687,0.7062,28.08,,2559,0.12,0.08,-3.281,346.6263919,-5.0434618,901,-492,
TIC 278892590,Gaia DR2 2635476908753563008,4.04961,0.069,0.00129,4.9,0.07,288,0.367,0.8188,39.55,,2559,0.12,0.08,-3.281,346.6263919,-5.0434618,901,-492,
TIC 278892590,Gaia DR2 2635476908753563008,4.049219,0.07,0.00122,4.36678,,,0.3676,0.8145,40.216,0.06063,2566,0.12,0.09,-3.257,346.6263919,-5.0434618,901,-492,
TIC 278892590,Gaia DR2 2635476908753563008,,0.07,0.00093,3.4,0.00837,,,,,,,,0.09,,346.6263919,-5.0434618,901,-492,
TIC 278892590,Gaia DR2 2635476908753563008,,0.081,0.00243,5.646,0.0051,,,,,,,,0.09,,346.6263919,-5.0434618,901,-492,
TIC 278892590,Gaia DR2 2635476908753563008,6.099615,0.082,0.00195,4.4,0.085,251,0.519,0.9535,51.97,,2559,0.12,0.08,-3.281,346.6263919,-5.0434618,901,-492,
TIC 278892590,Gaia DR2 2635476908753563008,6.101013,0.082,0.00218,4.9016,,,0.5012,0.9293,52.855,0.07079,2566,0.12,0.09,-3.257,346.6263919,-5.0434618,901,-492,
TIC 278892590,Gaia DR2 2635476908753563008,,0.093,0.00294,4.5,0.01007,,,,,,,,0.09,,346.6263919,-5.0434618,901,-492,
TIC 278892590,Gaia DR2 2635476908753563008,9.20754,0.093,0.00327,5.0229,,,0.6465,1.048,69.543,0.0804,2566,0.12,0.09,-3.257,346.6263919,-5.0434618,901,-492,
TIC 278892590,Gaia DR2 2635476908753563008,9.20669,0.093,0.00214,3.3,0.063,219,0.673,1.043,68.4,,2559,0.12,0.08,-3.281,346.6263919,-5.0434618,901,-492,
TIC 278892590,Gaia DR2 2635476908753563008,12.35294,0.101,0.00422,5.2,0.061,199,0.782,1.14,83.2,,2559,0.12,0.08,-3.281,346.6263919,-5.0434618,901,-492,
TIC 278892590,Gaia DR2 2635476908753563008,12.352446,0.101,0.00416,5.05599,,,0.7555,1.137,84.591,0.08692,2566,0.12,0.09,-3.257,346.6263919,-5.0434618,901,-492,
TIC 278892590,Gaia DR2 2635476908753563008,,0.102,0.00361,4.18,0.00208,,,,,,,,0.09,,346.6263919,-5.0434618,901,-492,
TIC 278892590,Gaia DR2 2635476908753563008,18.772866,0.067,0.00103,4.16278,,,0.3375,1.269,111.817,0.05809,2566,0.12,0.09,-3.257,346.6263919,-5.0434618,901,-492,
TIC 278892590,Gaia DR2 2635476908753563008,,0.069,0.00104,3.96,0.00567,,,,,,,,0.09,,346.6263919,-5.0434618,901,-492,
TIC 449888653,Gaia DR2 5864061893213196032,,1.1,6,,,1240,,,,,,,1,,201.3001096,-64.9391566,-40.8979,-17.788,94.6177
TIC 120757718,Gaia DR2 2098964849867337856,3.030065,1.08,0.75,,,,,,,0.13,5250,0.85,0.88,,286.0408755,36.632536,-32.2068,-20.401,159.658
TIC 120757718,Gaia DR2 2098964849867337856,3.030065,1.067,0.752,0.769,,1140,2.11,,10.52,0.13578,5230,0.81,0.88,-0.359,286.0408755,36.632536,-32.2068,-20.401,159.658
TIC 120757718,Gaia DR2 2098964849867337856,3.0300728,1.099,0.761,0.762,,1147,,,10.373,,5226,0.82,0.89,,286.0408755,36.632536,-32.2068,-20.401,159.658
TIC 120757718,Gaia DR2 2098964849867337856,3.03007,1.13,0.84,,0,,1.8,,10.48,,5230,0.85,1.04,,286.0408755,36.632536,-32.2068,-20.401,159.658
TIC 120757718,Gaia DR2 2098964849867337856,3.03006973,1.067,0.697,0.712,0.012,,,,,,5230,0.81,0.88,,286.0408755,36.632536,-32.2068,-20.401,159.658
TIC 399860444,Gaia DR2 2131314401800665344,2.47063,1.36,1.49,,0,,1.6,,7.64,,5850,1.12,1.36,,286.8085258,49.3164211,5.21852,1.61903,215.32
TIC 399860444,Gaia DR2 2131314401800665344,2.4706132,1.245,1.44,2.42,0.0002,1472,,,,0.12536,5850,,,,286.8085258,49.3164211,5.21852,1.61903,215.32
TIC 399860444,Gaia DR2 2131314401800665344,2.47061337,1.224,1.212,0.82,0.0028,,,,,,5850,1,0.98,,286.8085258,49.3164211,5.21852,1.61903,215.32
TIC 399860444,Gaia DR2 2131314401800665344,2.4706101,1.261,1.253,0.831,,1467,,,7.8003,,5795,1,1.05,,286.8085258,49.3164211,5.21852,1.61903,215.32
TIC 399860444,Gaia DR2 2131314401800665344,2.47061437,1.229,1.253,0.895,0,1466,,,7.813,0.126,5795,1,1.05,,286.8085258,49.3164211,5.21852,1.61903,215.32
TIC 399860444,Gaia DR2 2131314401800665344,2.47063,1.24,1.28,,,,,,,,5960,1,1.08,,286.8085258,49.3164211,5.21852,1.61903,215.32
TIC 399860444,Gaia DR2 2131314401800665344,2.47061317,1.247,1.197,0.8,,1470,,,7.903,0.12539,5850,1,0.98,,286.8085258,49.3164211,5.21852,1.61903,215.32
TIC 399860444,Gaia DR2 2131314401800665344,2.47063,1.272,1.199,0.77,0,,1.636,,,,5854,1.02,1.06,0.038,286.8085258,49.3164211,5.21852,1.61903,215.32
TIC 399860444,Gaia DR2 2131314401800665344,2.47061323,1.193,1.206,0.884,,1466,,,7.95672,,5850,0.96,0.99,,286.8085258,49.3164211,5.21852,1.61903,215.32
TIC 399860444,Gaia DR2 2131314401800665344,2.470621,1.222,1.198,,,,,1.84,7.63,0.1253,5850,1,0.98,,286.8085258,49.3164211,5.21852,1.61903,215.32
TIC 399860444,Gaia DR2 2131314401800665344,2.4706132,1.162,1.44,1.14,,,,,7.931,0.12536,5850,0.95,0.94,,286.8085258,49.3164211,5.21852,1.61903,215.32
TIC 399860444,Gaia DR2 2131314401800665344,2.47063,1.224,1.2,0.813,,1498,,,7.62,0.1253,5850,1,0.98,0.025,286.8085258,49.3164211,5.21852,1.61903,215.32
TIC 399860444,Gaia DR2 2131314401800665344,,1.22,1.198,,,,,,,,5850,1,0.98,,286.8085258,49.3164211,5.21852,1.61903,215.32
TIC 399860444,Gaia DR2 2131314401800665344,2.47061892,1.187,1.202,0.891,0.018,,1.633,1.789,8.06,0.1278,5850,0.95,0.99,-0.023,286.8085258,49.3164211,5.21852,1.61903,215.32
TIC 399860444,Gaia DR2 2131314401800665344,2.470621,1.22,1.198,,0,,1.57,,,,,1,0.98,,286.8085258,49.3164211,5.21852,1.61903,215.32
TIC 399860444,Gaia DR2 2131314401800665344,2.47061344,1.169,1.198,,0,,,1.7883,8.1301,0.1278,,0.94,0.98,,286.8085258,49.3164211,5.21852,1.61903,215.32
TIC 116264089,Gaia DR2 4609131509318715136,1.306187,1.31,1.899,1.05,,1638,,,5.9453,,5650,0.82,0.92,,268.0291106,37.5463268,-24.5292,34.8088,231.337
TIC 116264089,Gaia DR2 4609131509318715136,1.30618581,1.336,1.91,0.994,0,,2.739,,5.926,0.1655,5650,0.83,0.93,-0.204,268.0291106,37.5463268,-24.5292,34.8088,231.337
TIC 116264089,Gaia DR2 4609131509318715136,1.30619,1.295,1.92,,,,,,6.06,0.166,5720,0.8,0.9,,268.0291106,37.5463268,-24.5292,34.8088,231.337
TIC 116264089,Gaia DR2 4609131509318715136,1.3061864,1.305,1.91,1.1438,,1630,,,6.0024,,5650,0.82,0.93,,268.0291106,37.5463268,-24.5292,34.8088,231.337
TIC 116264089,Gaia DR2 4609131509318715136,1.30618608,1.32,1.91,,0,,,1.365,6.0096,0.1661,,0.82,0.93,,268.0291106,37.5463268,-24.5292,34.8088,231.337
TIC 116264089,Gaia DR2 4609131509318715136,1.30619,1.312,1.938,1.065,,1623,,,6.06,0.166,5650,0.81,0.92,-0.228,268.0291106,37.5463268,-24.5292,34.8088,231.337
TIC 116264089,Gaia DR2 4609131509318715136,1.30618648,1.336,1.801,0.917,0.043,,,,,,5650,0.83,0.93,,268.0291106,37.5463268,-24.5292,34.8088,231.337
TIC 159742538,Gaia DR2 4609062308806929152,3.5539268,1.735,0.897,0.214,,1805,,,5.8928,,6200,1.83,1.34,,268.3043361,37.2117397,-6.48161,-20.8554,515.98
TIC 159742538,Gaia DR2 4609062308806929152,3.55395,1.61,0.78,,0,,0.98,,6.04,,6200,1.66,1.08,,268.3043361,37.2117397,-6.48161,-20.8554,515.98
TIC 159742538,Gaia DR2 4609062308806929152,3.553945,1.783,0.925,0.202,0,,,,5.94,0.09921,6200,1.85,1.4,0.656,268.3043361,37.2117397,-6.48161,-20.8554,515.98
TIC 159742538,Gaia DR2 4609062308806929152,3.55392771,1.838,0.494,0.099,0.016,1795,,3.658,6.14,0.10452,6295,1.81,1.45,,268.3043361,37.2117397,-6.48161,-20.8554,515.98
TIC 159742538,Gaia DR2 4609062308806929152,3.55392771,1.838,0.498,0.099,0.015,,,,,,6295,1.81,1.45,,268.3043361,37.2117397,-6.48161,-20.8554,515.98
TIC 159742538,Gaia DR2 4609062308806929152,3.553945,1.81,0.877,0.197,,1861,,,5.5494,,6200,1.92,1.29,,268.3043361,37.2117397,-6.48161,-20.8554,515.98
TIC 159742538,Gaia DR2 4609062308806929152,3.553945,1.751,0.92,0.213,,1785,,,6.03,0.09903,6200,1.82,1.39,0.642,268.3043361,37.2117397,-6.48161,-20.8554,515.98
TIC 159742538,Gaia DR2 4609062308806929152,3.5539246,1.706,0.917,0.23,0,1778,,,,0.09745,6200,,,,268.3043361,37.2117397,-6.48161,-20.8554,515.98
TIC 159742538,Gaia DR2 4609062308806929152,3.553945,1.799,0.919,0.209,0,,1,3.648,,,6184,2.01,1.18,0.726,268.3043361,37.2117397,-6.48161,-20.8554,515.98
TIC 233948455,Gaia DR2 2188601779406152448,1.48224686,1.194,1.79,1.31,,1480,,,6.1,0.143,5171,0.87,0.9,,305.2219454,59.4489033,9.11205,30.7901,360.313
TIC 233948455,Gaia DR2 2188601779406152448,1.48224754,1.203,1.804,1.377,,,,,6.188,0.14203,,0.85,,,305.2219454,59.4489033,9.11205,30.7901,360.313
TIC 233948455,Gaia DR2 2188601779406152448,1.4822446,1.209,1.778,1.25,0,,2.062,,,,5171,0.87,0.89,,305.2219454,59.4489033,9.11205,30.7901,360.313
TIC 233948455,Gaia DR2 2188601779406152448,1.4822446,1.209,1.79,1.257,0.03,,,,,,5171,0.87,0.89,,305.2219454,59.4489033,9.11205,30.7901,360.313
TIC 57984377,Gaia DR2 2862548428079638912,2.5199464,1.493,0.98,0.36575,,1830,,,5.7571,,6213,1.47,1.26,,5.1669536,31.9899732,-4.70629,-3.23727,393.072
TIC 57984377,Gaia DR2 2862548428079638912,2.51994529,1.449,0.846,0.34609,0,1812,,,,0.1013,6110,,,,5.1669536,31.9899732,-4.70629,-3.23727,393.072
TIC 57984377,Gaia DR2 2862548428079638912,2.519961,1.514,0.918,0.328,,1811,,,5.69,0.1025,,1.52,1.3,0.459,5.1669536,31.9899732,-4.70629,-3.23727,393.072
TIC 57984377,Gaia DR2 2862548428079638912,2.5199449,1.514,0.918,,0,,1.055,,,,6110,,,,5.1669536,31.9899732,-4.70629,-3.23727,393.072
TIC 57984377,Gaia DR2 2862548428079638912,2.5199454,1.483,0.854,0.348,0,,,,5.687,0.10362,,1.47,1.24,0.441,5.1669536,31.9899732,-4.70629,-3.23727,393.072
TIC 57984377,Gaia DR2 2862548428079638912,2.5199448,1.514,0.948,0.339,0.013,,,,,,6110,1.52,1.3,,5.1669536,31.9899732,-4.70629,-3.23727,393.072
TIC 57984377,Gaia DR2 2862548428079638912,2.51995,1.93,0.89,,0,,,,4.9,0.0985,6200,1.24,1.15,,5.1669536,31.9899732,-4.70629,-3.23727,393.072
TIC 57984377,Gaia DR2 2862548428079638912,2.519961,1.484,0.86,0.34979,,1800,,,5.7571,,6110,1.46,1.24,,5.1669536,31.9899732,-4.70629,-3.23727,393.072
TIC 431701493,Gaia DR2 1909762228985058944,3.09272932,1.067,3.21,3.28,0.0601,,,,,,4680,0.7,0.75,,348.9930457,31.4627508,25.1101,-25.2694,140.998
TIC 431701493,Gaia DR2 1909762228985058944,3.0927616,1.067,3.16,3.46,,972,,,11.561,,4675,0.7,0.75,,348.9930457,31.4627508,25.1101,-25.2694,140.998
TIC 431701493,Gaia DR2 1909762228985058944,3.0927616,1.08,3.15,4.14,,1370,2.525,2.2271,11.65,0.15918,4675,0.7,0.75,,348.9930457,31.4627508,25.1101,-25.2694,140.998
TIC 431701493,Gaia DR2 1909762228985058944,3.0927636,1.28,2.96,1.9,0.059,,2.9,2.356344,,,4675,0.78,0.7,,348.9930457,31.4627508,25.1101,-25.2694,140.998
TIC 431701493,Gaia DR2 1909762228985058944,3.1,1.1,3.2,3.1,0,950,,,,,4700,,,,348.9930457,31.4627508,25.1101,-25.2694,140.998
TIC 38846515,Gaia DR2 4675352109658261376,2.849375,1.69,2.01,0.52,0.044,,,,,,6900,2,1.57,,68.9598159,-64.027039,10.8454,-0.49937,364.411
TIC 38846515,Gaia DR2 4675352109658261376,2.849375,1.69,2.03,0.53,0,2190,0.76,3.84,,,6900,,1.57,,68.9598159,-64.027039,10.8454,-0.49937,364.411
